Temp (°C): 9.61109 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 0 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 13.5469 | Solar Rad. (W/m²): 7.17212 | Grav. Anomaly (mGal): -70 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 6.57716 | Solar Rad. (W/m²): 7.17212 | Grav. Anomaly (mGal): -70 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 6.57716 | Solar Rad. (W/m²): 7.17212 | Grav. Anomaly (mGal): -62.7015 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 3.59998 | Solar Rad. (W/m²): 7.17212 | Grav. Anomaly (mGal): -62.7015 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 3.59998 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): -62.7015 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 15.2885 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): -62.7015 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 15.2885 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): -49.848 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 10.5619 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): -49.848 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.10875 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): -49.848 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.10875 | Solar Rad. (W/m²): 22.5012 | Grav. Anomaly (mGal): -49.848 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.10875 | Solar Rad. (W/m²): 22.5012 | Grav. Anomaly (mGal): -30.2919 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.65796 | Solar Rad. (W/m²): 22.5012 | Grav. Anomaly (mGal): -30.2919 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.95364 | Solar Rad. (W/m²): 22.5012 | Grav. Anomaly (mGal): -30.2919 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.95364 | Solar Rad. (W/m²): 22.5012 | Grav. Anomaly (mGal): -32.0475 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 5.20096 | Solar Rad. (W/m²): 22.5012 | Grav. Anomaly (mGal): -32.0475 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 5.20096 | Solar Rad. (W/m²): 54.8372 | Grav. Anomaly (mGal): -32.0475 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.94918 | Solar Rad. (W/m²): 54.8372 | Grav. Anomaly (mGal): -32.0475 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.94918 | Solar Rad. (W/m²): 54.8372 | Grav. Anomaly (mGal): -26.39 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 3.13655 | Solar Rad. (W/m²): 54.8372 | Grav. Anomaly (mGal): -26.39 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.55285 | Solar Rad. (W/m²): 54.8372 | Grav. Anomaly (mGal): -26.39 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.55285 | Solar Rad. (W/m²): 75.1354 | Grav. Anomaly (mGal): -26.39 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.55285 | Solar Rad. (W/m²): 75.1354 | Grav. Anomaly (mGal): -18.2518 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.61485 | Solar Rad. (W/m²): 75.1354 | Grav. Anomaly (mGal): -18.2518 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 13.2701 | Solar Rad. (W/m²): 75.1354 | Grav. Anomaly (mGal): -18.2518 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 13.2701 | Solar Rad. (W/m²): 75.1354 | Grav. Anomaly (mGal): -23.7772 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 11.4586 | Solar Rad. (W/m²): 75.1354 | Grav. Anomaly (mGal): -23.7772 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 11.4586 | Solar Rad. (W/m²): 53.7543 | Grav. Anomaly (mGal): -23.7772 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 3.38887 | Solar Rad. (W/m²): 53.7543 | Grav. Anomaly (mGal): -23.7772 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 3.38887 | Solar Rad. (W/m²): 53.7543 | Grav. Anomaly (mGal): -38.14 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.54895 | Solar Rad. (W/m²): 53.7543 | Grav. Anomaly (mGal): -38.14 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.41057 | Solar Rad. (W/m²): 53.7543 | Grav. Anomaly (mGal): -38.14 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.41057 | Solar Rad. (W/m²): 53.277 | Grav. Anomaly (mGal): -38.14 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.41057 | Solar Rad. (W/m²): 53.277 | Grav. Anomaly (mGal): -53.3977 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 3.84285 | Solar Rad. (W/m²): 53.277 | Grav. Anomaly (mGal): -53.3977 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 6.12447 | Solar Rad. (W/m²): 53.277 | Grav. Anomaly (mGal): -53.3977 | ATCS Status: Off | Outside Operational Temp: No | Operational: Yes
Temp (°C): 6.12447 | Solar Rad. (W/m²): 53.277 | Grav. Anomaly (mGal): -47.3645 | ATCS Status: Off | Outside Operational Temp: No | Operational: Yes
Temp (°C): 12.8125 | Solar Rad. (W/m²): 53.277 | Grav. Anomaly (mGal): -47.3645 | ATCS Status: Off | Outside Operational Temp: No | Operational: Yes
Temp (°C): 12.8125 | Solar Rad. (W/m²): 61.7681 | Grav. Anomaly (mGal): -47.3645 | ATCS Status: Off | Outside Operational Temp: No | Operational: Yes
Temp (°C): 23.6945 | Solar Rad. (W/m²): 61.7681 | Grav. Anomaly (mGal): -47.3645 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 23.6945 | Solar Rad. (W/m²): 61.7681 | Grav. Anomaly (mGal): -45.6651 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 37.2746 | Solar Rad. (W/m²): 61.7681 | Grav. Anomaly (mGal): -45.6651 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 67.6606 | Solar Rad. (W/m²): 61.7681 | Grav. Anomaly (mGal): -45.6651 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 67.6606 | Solar Rad. (W/m²): 105.801 | Grav. Anomaly (mGal): -45.6651 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 67.6606 | Solar Rad. (W/m²): 105.801 | Grav. Anomaly (mGal): -58.8992 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 87.4876 | Solar Rad. (W/m²): 105.801 | Grav. Anomaly (mGal): -58.8992 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 125 | Solar Rad. (W/m²): 105.801 | Grav. Anomaly (mGal): -58.8992 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 125 | Solar Rad. (W/m²): 105.801 | Grav. Anomaly (mGal): -65.1547 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 91.7815 | Solar Rad. (W/m²): 105.801 | Grav. Anomaly (mGal): -65.1547 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 91.7815 | Solar Rad. (W/m²): 148.148 | Grav. Anomaly (mGal): -65.1547 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 70.6869 | Solar Rad. (W/m²): 148.148 | Grav. Anomaly (mGal): -65.1547 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 70.6869 | Solar Rad. (W/m²): 148.148 | Grav. Anomaly (mGal): -68.117 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 47.4541 | Solar Rad. (W/m²): 148.148 | Grav. Anomaly (mGal): -68.117 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 29.4541 | Solar Rad. (W/m²): 148.148 | Grav. Anomaly (mGal): -68.117 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 29.4541 | Solar Rad. (W/m²): 135.483 | Grav. Anomaly (mGal): -68.117 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 29.4541 | Solar Rad. (W/m²): 135.483 | Grav. Anomaly (mGal): -70 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 20.9602 | Solar Rad. (W/m²): 135.483 | Grav. Anomaly (mGal): -70 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -21.5988 | Solar Rad. (W/m²): 135.483 | Grav. Anomaly (mGal): -70 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -21.5988 | Solar Rad. (W/m²): 135.483 | Grav. Anomaly (mGal): -63.9926 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -18.6356 | Solar Rad. (W/m²): 135.483 | Grav. Anomaly (mGal): -63.9926 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -18.6356 | Solar Rad. (W/m²): 112.441 | Grav. Anomaly (mGal): -63.9926 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 29.6331 | Solar Rad. (W/m²): 112.441 | Grav. Anomaly (mGal): -63.9926 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 29.6331 | Solar Rad. (W/m²): 112.441 | Grav. Anomaly (mGal): -63.1003 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 25.0216 | Solar Rad. (W/m²): 112.441 | Grav. Anomaly (mGal): -63.1003 | ATCS Status: Off | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): 8.23821 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 0 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.06927 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): -16.8804 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.06927 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): -16.8804 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.06927 | Solar Rad. (W/m²): 129.499 | Grav. Anomaly (mGal): -16.8804 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.65951 | Solar Rad. (W/m²): 129.499 | Grav. Anomaly (mGal): -16.8804 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.65951 | Solar Rad. (W/m²): 129.499 | Grav. Anomaly (mGal): 2.40124 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.7943 | Solar Rad. (W/m²): 129.499 | Grav. Anomaly (mGal): 2.40124 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.98824 | Solar Rad. (W/m²): 129.499 | Grav. Anomaly (mGal): 2.40124 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.98824 | Solar Rad. (W/m²): 111.531 | Grav. Anomaly (mGal): 2.40124 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.98824 | Solar Rad. (W/m²): 111.531 | Grav. Anomaly (mGal): 2.32642 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.82953 | Solar Rad. (W/m²): 111.531 | Grav. Anomaly (mGal): 2.32642 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 11.2135 | Solar Rad. (W/m²): 111.531 | Grav. Anomaly (mGal): 2.32642 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 11.2135 | Solar Rad. (W/m²): 111.531 | Grav. Anomaly (mGal): -13.7551 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 9.105 | Solar Rad. (W/m²): 111.531 | Grav. Anomaly (mGal): -13.7551 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 9.105 | Solar Rad. (W/m²): 89.2085 | Grav. Anomaly (mGal): -13.7551 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.97716 | Solar Rad. (W/m²): 89.2085 | Grav. Anomaly (mGal): -13.7551 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.97716 | Solar Rad. (W/m²): 89.2085 | Grav. Anomaly (mGal): -18.9711 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -3.01774 | Solar Rad. (W/m²): 89.2085 | Grav. Anomaly (mGal): -18.9711 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -2.12835 | Solar Rad. (W/m²): 89.2085 | Grav. Anomaly (mGal): -18.9711 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -2.12835 | Solar Rad. (W/m²): 43.3688 | Grav. Anomaly (mGal): -30.9554 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -2.12835 | Solar Rad. (W/m²): 43.3688 | Grav. Anomaly (mGal): -30.9554 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.59355 | Solar Rad. (W/m²): 43.3688 | Grav. Anomaly (mGal): -30.9554 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 13.5618 | Solar Rad. (W/m²): 43.3688 | Grav. Anomaly (mGal): -30.9554 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 13.5618 | Solar Rad. (W/m²): 43.3688 | Grav. Anomaly (mGal): -42.3949 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 5.99136 | Solar Rad. (W/m²): 43.3688 | Grav. Anomaly (mGal): -42.3949 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 5.99136 | Solar Rad. (W/m²): 0.648766 | Grav. Anomaly (mGal): -42.3949 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 3.74063 | Solar Rad. (W/m²): 0.648766 | Grav. Anomaly (mGal): -42.3949 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 3.74063 | Solar Rad. (W/m²): 0.648766 | Grav. Anomaly (mGal): -32.2968 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 3.84646 | Solar Rad. (W/m²): 0.648766 | Grav. Anomaly (mGal): -32.2968 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 11.2026 | Solar Rad. (W/m²): 0.648766 | Grav. Anomaly (mGal): -32.2968 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 11.2026 | Solar Rad. (W/m²): 15.0879 | Grav. Anomaly (mGal): -23.6926 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 11.2026 | Solar Rad. (W/m²): 15.0879 | Grav. Anomaly (mGal): -23.6926 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 5.62369 | Solar Rad. (W/m²): 15.0879 | Grav. Anomaly (mGal): -23.6926 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -5.27705 | Solar Rad. (W/m²): 15.0879 | Grav. Anomaly (mGal): -23.6926 | ATCS Status: On | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -5.27705 | Solar Rad. (W/m²): 15.0879 | Grav. Anomaly (mGal): -9.08934 | ATCS Status: On | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -1.53941 | Solar Rad. (W/m²): 15.0879 | Grav. Anomaly (mGal): -9.08934 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -1.53941 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): -9.08934 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 0.420697 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): -9.08934 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 0.420697 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 6.72571 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.96856 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 6.72571 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -0.200985 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 6.72571 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -0.200985 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 20.759 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -0.200985 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 20.759 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.2104 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 20.759 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 6.59425 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 20.759 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 6.59425 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 38.3244 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.66733 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 38.3244 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.66733 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 38.3244 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 10.2567 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 38.3244 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 10.2567 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 56.7105 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 5.26426 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 56.7105 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -5.26578 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 56.7105 | ATCS Status: On | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -5.26578 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 56.7105 | ATCS Status: On | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -5.26578 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 38.1696 | ATCS Status: On | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -4.62661 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 38.1696 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -3.89561 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 38.1696 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -3.89561 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 37.9279 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.6724 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 37.9279 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.6724 | Solar Rad. (W/m²): 1.88149 | Grav. Anomaly (mGal): 37.9279 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 5.18841 | Solar Rad. (W/m²): 1.88149 | Grav. Anomaly (mGal): 37.9279 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 5.18841 | Solar Rad. (W/m²): 1.88149 | Grav. Anomaly (mGal): 57.3956 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -4.85375 | Solar Rad. (W/m²): 1.88149 | Grav. Anomaly (mGal): 57.3956 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -3.83155 | Solar Rad. (W/m²): 1.88149 | Grav. Anomaly (mGal): 57.3956 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -3.83155 | Solar Rad. (W/m²): 44.8279 | Grav. Anomaly (mGal): 57.3956 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -3.83155 | Solar Rad. (W/m²): 44.8279 | Grav. Anomaly (mGal): 46.9957 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.19172 | Solar Rad. (W/m²): 44.8279 | Grav. Anomaly (mGal): 46.9957 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 11.8886 | Solar Rad. (W/m²): 44.8279 | Grav. Anomaly (mGal): 46.9957 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 11.8886 | Solar Rad. (W/m²): 44.8279 | Grav. Anomaly (mGal): 66.4878 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.84971 | Solar Rad. (W/m²): 44.8279 | Grav. Anomaly (mGal): 66.4878 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.84971 | Solar Rad. (W/m²): 5.89386 | Grav. Anomaly (mGal): 66.4878 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.35806 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 0 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.35806 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 34.4793 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.52227 | Solar Rad. (W/m²): 0 | Grav. Anomaly (mGal): 34.4793 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.52227 | Solar Rad. (W/m²): 195.726 | Grav. Anomaly (mGal): 34.4793 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -1.9475 | Solar Rad. (W/m²): 195.726 | Grav. Anomaly (mGal): 34.4793 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -1.9475 | Solar Rad. (W/m²): 195.726 | Grav. Anomaly (mGal): 20.4364 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.37232 | Solar Rad. (W/m²): 195.726 | Grav. Anomaly (mGal): 20.4364 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 12.9847 | Solar Rad. (W/m²): 195.726 | Grav. Anomaly (mGal): 20.4364 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 12.9847 | Solar Rad. (W/m²): 195.726 | Grav. Anomaly (mGal): 20.6505 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 12.9847 | Solar Rad. (W/m²): 189.891 | Grav. Anomaly (mGal): 20.6505 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 10.5541 | Solar Rad. (W/m²): 189.891 | Grav. Anomaly (mGal): 20.6505 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.25556 | Solar Rad. (W/m²): 189.891 | Grav. Anomaly (mGal): 20.6505 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 7.25556 | Solar Rad. (W/m²): 189.891 | Grav. Anomaly (mGal): 17.4195 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -2.59864 | Solar Rad. (W/m²): 189.891 | Grav. Anomaly (mGal): 17.4195 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -2.59864 | Solar Rad. (W/m²): 193.157 | Grav. Anomaly (mGal): 17.4195 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -0.382985 | Solar Rad. (W/m²): 193.157 | Grav. Anomaly (mGal): 17.4195 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -0.382985 | Solar Rad. (W/m²): 193.157 | Grav. Anomaly (mGal): 25.0209 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 9.54827 | Solar Rad. (W/m²): 193.157 | Grav. Anomaly (mGal): 25.0209 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.59356 | Solar Rad. (W/m²): 193.157 | Grav. Anomaly (mGal): 25.0209 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.59356 | Solar Rad. (W/m²): 193.157 | Grav. Anomaly (mGal): 21.4842 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 8.59356 | Solar Rad. (W/m²): 164.125 | Grav. Anomaly (mGal): 21.4842 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 1.95461 | Solar Rad. (W/m²): 164.125 | Grav. Anomaly (mGal): 21.4842 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 10.3445 | Solar Rad. (W/m²): 164.125 | Grav. Anomaly (mGal): 21.4842 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 10.3445 | Solar Rad. (W/m²): 164.125 | Grav. Anomaly (mGal): 10.5807 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 6.0842 | Solar Rad. (W/m²): 164.125 | Grav. Anomaly (mGal): 10.5807 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 6.0842 | Solar Rad. (W/m²): 189.847 | Grav. Anomaly (mGal): 10.5807 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -5.63816 | Solar Rad. (W/m²): 189.847 | Grav. Anomaly (mGal): 10.5807 | ATCS Status: On | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -5.63816 | Solar Rad. (W/m²): 189.847 | Grav. Anomaly (mGal): 12.3928 | ATCS Status: On | Outside Operational Temp: Yes | Operational: Yes
Temp (°C): -3.40678 | Solar Rad. (W/m²): 189.847 | Grav. Anomaly (mGal): 12.3928 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.88291 | Solar Rad. (W/m²): 189.847 | Grav. Anomaly (mGal): 12.3928 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.88291 | Solar Rad. (W/m²): 189.847 | Grav. Anomaly (mGal): 28.6396 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 2.88291 | Solar Rad. (W/m²): 203.394 | Grav. Anomaly (mGal): 28.6396 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): 9.56036 | Solar Rad. (W/m²): 203.394 | Grav. Anomaly (mGal): 28.6396 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
Temp (°C): -0.554861 | Solar Rad. (W/m²): 203.394 | Grav. Anomaly (mGal): 28.6396 | ATCS Status: On | Outside Operational Temp: No | Operational: Yes
